ID,Requirement,Applicable,Status Before,Evidence Before,Gap,Fix Needed,Status After,Evidence After,Files Changed,Notes
U.2.7-105,"Are animations kept simple, avoiding animating several elements at once?",Yes,PARTIAL,"static/css/kinjo.css:1572-1603 `.stagger-enter` animates multiple card-grid children simultaneously, though staggered by 0.05s increments (lines 1579-1596) to reduce simultaneity","Stagger pattern does animate several elements ""at once"" (overlapping animations within ~0.3s window), which could read as busier than a single-element animation","Consider reducing stagger usage on pages with many elements, or confirm it reads as a single coordinated effect rather than chaotic motion",PARTIAL,"static/css/kinjo.css:1572-1603 `.stagger-enter` animates multiple card-grid children simultaneously, though staggered by 0.05s increments (lines 1579-1596) to reduce simultaneity",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.7-106,Are animations meaningful?,Yes,MATCH,"Animations are functional/purposeful: loading spinners (kinjo.css:985 spin) indicate busy state, fadeIn/slideIn (1546,1561) signal new content appearing, alertSlideIn (2156) draws attention to alerts — no purely decorative animation found","None — all located animations serve a clear functional purpose (loading, entrance, attention)",None,MATCH,"Animations are functional/purposeful: loading spinners (kinjo.css:985 spin) indicate busy state, fadeIn/slideIn (1546,1561) signal new content appearing, alertSlideIn (2156) draws attention to alerts — no purely decorative animation found",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.7-107,Do the duration and speed of the animation comply with GWS?,Yes,PARTIAL,"Most transitions are short (0.15s-0.4s: dashboard-pro.css:53,77,140,202,214,288 use 0.15-0.2s; kinjo.css uses 0.22s-0.4s) which is reasonable, but GWS's specific required duration/speed standard was not located in the codebase to compare against",No documented GWS animation-duration spec found in repo to verify exact compliance; durations are subjectively reasonable (under 0.5s) but not measured against an explicit GWS numeric standard,Obtain the specific GWS duration/speed guideline and audit all keyframe/transition durations against it,PARTIAL,"Most transitions are short (0.15s-0.4s: dashboard-pro.css:53,77,140,202,214,288 use 0.15-0.2s; kinjo.css uses 0.22s-0.4s) which is reasonable, but GWS's specific required duration/speed standard was not located in the codebase to compare against",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.7-108,"Does animations’ motion depend on the language? For example, Arabic news ticker movement is from left to right, English news ticker movement from right to left.",No,N/A,"grepped templates/static/css/static/js for ""ticker"", ""marquee"", ""scroll-text"", ""news-scroll"" — no news ticker or directional-scrolling component exists anywhere in the app","This checklist item only applies to ticker/marquee-style content (e.g. news tickers); KinJo has no such component, so language-dependent motion direction is not applicable","None — confirm if any future ticker feature is added, it should reverse direction per language per RTL/LTR convention",N/A,"grepped templates/static/css/static/js for ""ticker"", ""marquee"", ""scroll-text"", ""news-scroll"" — no news ticker or directional-scrolling component exists anywhere in the app",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.8-109,is the web design based on the GWS Design Kit?,No,N/A,"Searched static/css/*.css and entire repo for ""GWS"", ""Design Kit"", ""MODEE"" — zero references found anywhere; app is built on Bootstrap 5.3.2 (templates/base.html:43-46) plus custom kinjo.css/admin_design_system.css, not an official government design system","""GWS Design Kit"" is a specific government-issued (MODEE) design-system asset; KinJo was never given access to or built against this kit — it uses a custom Bootstrap-based design instead","If the GWS Design Kit is mandated and available, migrate the custom CSS/components to consume it; otherwise document this as an accepted deviation",N/A,"Searched static/css/*.css and entire repo for ""GWS"", ""Design Kit"", ""MODEE"" — zero references found anywhere; app is built on Bootstrap 5.3.2 (templates/base.html:43-46) plus custom kinjo.css/admin_design_system.css, not an official government design system",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.1-001,Does the website have a Sitemap?,Yes,MISMATCH,"NOT FOUND - searched for sitemap.xml, robots.txt, any ""sitemap"" page/route in frontend.py and templates/ (Glob **/sitemap*, **/robots.txt = no results)",No sitemap page or XML sitemap exists anywhere,Add an HTML sitemap page and/or sitemap.xml listing all public/operational sections,MATCH,Both an HTML sitemap (/sitemap) and an XML sitemap (/sitemap.xml) now exist and return 200.,"frontend.py, templates/public/sitemap.html",
C.3.1-002,Does the Government Website have an “About Us” page?,Yes,MISMATCH,"NOT FOUND - grep ""about"" across templates/ and frontend.py routes (only 92 frontend.py routes, none named about); templates/components/footer.html:1-17 has no About link","No ""About Us"" page exists; footer.html only shows copyright text","Add a public /about page describing KinJo's purpose, scope, and operator",MATCH,A public /about page now exists with real content about KinJo's purpose and users.,"frontend.py, templates/public/about.html",
C.3.1-003,Does the Government Website have a “Welcome Message”?,Yes,MISMATCH,"NOT FOUND - grep ""Welcome Message"" across templates/, frontend.py; only ""Welcome"" string found is dashboard greeting templates/dashboard/parent.html:10 (`{{ _('Welcome') }}`), not an official welcome message page/section",No dedicated welcome message page/section from leadership exists,Add a welcome message section to a new About/home page,MISMATCH,"NOT FOUND - grep ""Welcome Message"" across templates/, frontend.py; only ""Welcome"" string found is dashboard greeting templates/dashboard/parent.html:10 (`{{ _('Welcome') }}`), not an official welcome message page/section",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.1-004,Does the Government Website have an “Organization Structure” page?,No,N/A,"frontend.py routes list (92 @router.get) and templates/ contain no org-structure content; KinJo is a software platform with Admin/Manager/Supervisor/Parent app roles, not a ministry org chart","KinJo is a SaaS platform for kindergarten management, not a government ministry with departments/structure to publish",N/A — not applicable to KinJo's nature,N/A,"frontend.py routes list (92 @router.get) and templates/ contain no org-structure content; KinJo is a software platform with Admin/Manager/Supervisor/Parent app roles, not a ministry org chart",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.1-005,Does the Government Website have a “Directorates” page?,No,N/A,"No ""Directorates"" concept in models.py or templates/; KinJo has no ministry directorates, only operational roles (Admin/Manager/Supervisor/Parent)","Directorates are a ministry org concept; KinJo is a single software platform, not a ministry with directorates",N/A — not applicable to KinJo's nature,N/A,"No ""Directorates"" concept in models.py or templates/; KinJo has no ministry directorates, only operational roles (Admin/Manager/Supervisor/Parent)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.1-006,Does the Government Website have a “Ministers” page?,No,N/A,"No ""Ministers"" concept anywhere in models.py/templates/frontend.py; UserRole enum (models.py) only has ADMIN/MANAGER/SUPERVISOR/PARENT","KinJo has no Minister role/position; it is a software platform operated by admins, not a ministry led by a Minister",N/A — not applicable to KinJo's nature,N/A,"No ""Ministers"" concept anywhere in models.py/templates/frontend.py; UserRole enum (models.py) only has ADMIN/MANAGER/SUPERVISOR/PARENT",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.1-007,Does the Government Website have a “General Secretaries” page?,No,N/A,"No ""General Secretaries"" concept anywhere in models.py/templates/frontend.py; same UserRole enum as above",General Secretary is a ministry civil-service position; KinJo has no such role since it is not a ministry,N/A — not applicable to KinJo's nature,N/A,"No ""General Secretaries"" concept anywhere in models.py/templates/frontend.py; same UserRole enum as above",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.1-008,Does the Government Website have a “Service Guide” page?,Yes,MISMATCH,"NOT FOUND - grep ""Service Guide"" across templates/ and frontend.py; templates/auth/register.html:1-60 (enrollment form) has zero fee/requirement/procedure/completion-time content","No Service Guide page describing the kindergarten-enrollment service (fees, requirements, procedure, completion time) exists",Add a public Service Guide page for the enrollment service per C.3.2-052/060 fields,MATCH,"A public /services page (Service Guide) now exists describing the kindergarten-enrollment service: description, eligibility, required documents, procedure, fees, completion time, and an ""Apply online"" eService link.","frontend.py, templates/public/service_guide.html",
C.3.1-009,Does the Government Website have a “Services” page?,Yes,MISMATCH,"NOT FOUND - grep ""Services"" page across templates/, frontend.py routes; /kindergartens (frontend.py:237) is the closest but requires get_current_user_or_redirect (auth-gated), not a public Services listing","No public ""Services"" page exists; the closest analog (kindergartens list) is authenticated-only (frontend.py:241)",Add a public Services page listing the enrollment service (and any others) for unauthenticated visitors,MATCH,The same /services page serves as the public Services listing for the platform's one core public service.,"frontend.py, templates/public/service_guide.html",
C.3.1-010,Does the Government Website have a “Forms Guide” page?,Yes,MISMATCH,"NOT FOUND - grep ""Forms Guide"" / downloadable forms across templates/ and frontend.py; enrollment is an online form only (templates/enrollment/create.html), no forms-download page",No Forms Guide page (downloadable/printable forms index) exists,"Add a Forms Guide page if any offline/printable forms are required for enrollment, or mark N/A if fully digital",N/A,"templates/public/service_guide.html explicitly states ""Needed forms: None — the enrollment form is completed entirely online"" — a genuine, now-documented reason this does not apply (fully digital service, no offline forms to guide).",templates/public/service_guide.html,
C.3.1-011,Does the Government Website have an “Entity News” page?,Yes,MISMATCH,"NOT FOUND - grep ""news\","announcement"" in models.py found 0 News/Announcement model; grep across templates/ found 0 matches",No Entity News page or news/announcement subsystem exists (verified no News model in models.py)|Add an Entity News page and a minimal News/Announcement model if leadership wants to publish updates (else justify as N/A in writing),MISMATCH,"NOT FOUND - grep ""news\",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.1-012,Does the Government Website have an “Annual reports page”?,Yes,MISMATCH,"NOT FOUND - grep ""Annual report"" across templates/ and models.py found 0 matches; no AnnualReport model or publishing route exists (only internal AI/analytics ""reports"" like DailyReport, which are operational, not annual public reports)","No Annual Reports page exists; existing ""reports"" (DailyReport, incident reports) are internal operational records, not published annual reports","Add an Annual Reports page if the platform operator publishes yearly reports publicly, else justify N/A",MISMATCH,"NOT FOUND - grep ""Annual report"" across templates/ and models.py found 0 matches; no AnnualReport model or publishing route exists (only internal AI/analytics ""reports"" like DailyReport, which are operational, not annual public reports)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.1-013,Does the Government Website have a “Contact Us” page?,Yes,MISMATCH,"NOT FOUND - ContactMessage model (models.py, found via grep) and admin inbox (admin_endpoints.py:1756-1846, templates/admin/contact_messages.html) exist, but no public submission form/page; frontend.py has no GET route serving a public contact form","Admin can view/resolve contact messages but there is no public-facing ""Contact Us"" page/form for visitors to submit one",Add a public /contact page with a form that POSTs into the existing ContactMessage table,MATCH,"A public, unauthenticated /contact page with a real form now exists, POSTing to a new public /api/contact endpoint that creates rows in the existing ContactMessage table. Verified end-to-end with TestClient (200, message persisted).","frontend.py, templates/public/contact.html, api/public.py, main.py",
C.3.1-014,Does the Government Website have a “Useful Links” page?,Yes,MISMATCH,"NOT FOUND - grep ""Useful Links"" across templates/ and frontend.py; footer.html (templates/components/footer.html) contains only copyright text, no links list",No Useful Links page or footer link list exists,Add a Useful Links page/footer section linking to relevant government/partner resources,PARTIAL,"footer.html now has a ""Government Links"" section with some useful external links (Amman Message, e-Government portal, Right to Obtain Information); there is no dedicated standalone Useful Links page.",templates/components/footer.html,
C.3.1-015,Does the Government Website have an “FAQ” page?,Yes,MISMATCH,"NOT FOUND - grep ""FAQ"" across templates/ and frontend.py found 0 matches; templates/components/help_modal.html exists but is an in-app help modal for authenticated users, not a public FAQ page",No public FAQ page exists; nearest analog (help_modal.html) is behind authentication and not a structured FAQ,Add a public FAQ page answering common enrollment/registration questions,MATCH,"A public /faq page now exists with categorized, real enrollment/account Q&A content.","frontend.py, templates/public/faq.html",
C.3.2-016,Is there a clear delineation in web-content?,Yes,PARTIAL,"templates/dashboard/parent.html and templates/reports/list.html use card/section delineation (`<div class=""card"">`, page_header blocks) consistently across sampled templates",Delineation exists structurally via Bootstrap cards/headers but no page found has rich informative/article-style content to fully judge; mostly forms/tables/dashboards,Verify content-style pages (if Service Guide/About are built) follow same delineation pattern,PARTIAL,"templates/dashboard/parent.html and templates/reports/list.html use card/section delineation (`<div class=""card"">`, page_header blocks) consistently across sampled templates",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-017,Do informative pages contain Page Titles?,Yes,MATCH,"Every sampled template defines `{% block title %}` (templates/reports/list.html:3, templates/dashboard/parent.html:3, templates/enrollment/create.html:6) rendered into base.html:23 `<title>` block",None — page titles present on all sampled templates,None,MATCH,"Every sampled template defines `{% block title %}` (templates/reports/list.html:3, templates/dashboard/parent.html:3, templates/enrollment/create.html:6) rendered into base.html:23 `<title>` block",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-018,Do informative pages contain Headings?,Yes,MATCH,"Each sampled page has exactly one `<h1 class=""page-header-title"">` (templates/reports/list.html:8, templates/dashboard/parent.html:8, templates/attendance/daily.html:8)",None,None,MATCH,"Each sampled page has exactly one `<h1 class=""page-header-title"">` (templates/reports/list.html:8, templates/dashboard/parent.html:8, templates/attendance/daily.html:8)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-019,Do informative pages contain Headlines?,Yes,PARTIAL,"Section headers exist as `<h5>/<h6>` (e.g., templates/reports/list.html:51 ""Today's Summary"") functioning as headlines for sub-sections","Headlines exist but are card-header style, not consistently described as content-preview headlines; no article-style headline pattern found since no informative content pages exist",Re-evaluate once a Service Guide/About page with real article content is built,PARTIAL,"Section headers exist as `<h5>/<h6>` (e.g., templates/reports/list.html:51 ""Today's Summary"") functioning as headlines for sub-sections",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-020,Do informative pages contain Content?,Yes,PARTIAL,"Operational pages have functional content (tables/forms/cards) e.g. templates/reports/list.html, templates/kindergartens/list.html:118-243, but no narrative/informative content found","No ""informative"" content pages (About/Service Guide/FAQ) exist; only operational app screens","Build informative pages (About, Service Guide, FAQ) with real content",PARTIAL,"Operational pages have functional content (tables/forms/cards) e.g. templates/reports/list.html, templates/kindergartens/list.html:118-243, but no narrative/informative content found",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-021,"Do pages titles properly describe the webpage content? For example, About Us, Contact Us, Organization Structure, etc.",Yes,PARTIAL,"Sampled titles describe page function (e.g. ""Daily Reports"", ""Kindergarten Management"") matching templates/reports/list.html:3, templates/kindergartens/list.html:3-9","Titles match function for operational pages, but example titles given in the checklist item (About Us, Contact Us, Org Structure) don't exist at all per C.3.1 findings",N/A for missing pages; existing page titles already match content correctly,PARTIAL,"Sampled titles describe page function (e.g. ""Daily Reports"", ""Kindergarten Management"") matching templates/reports/list.html:3, templates/kindergartens/list.html:3-9",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-022,Does the page title match the tab title?,Yes,MATCH,`{% block title %}` content is rendered identically into both the `<title>` tag (base.html:23) and the `<h1>` page_header block on every sampled page (e.g. reports/list.html:3 vs :10),None — title and h1/tab title content matched in all samples,None,MATCH,`{% block title %}` content is rendered identically into both the `<title>` tag (base.html:23) and the `<h1>` page_header block on every sampled page (e.g. reports/list.html:3 vs :10),,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-023,"Is the tab title formatted as “Page Title – Website name “. For example, About Us - Ministry of Digital Transformation Entrepreneurship, .‫عن الوزارة – وزارة االقتصاد الرقمي والريادة‬",Yes,MISMATCH,base.html:22-26 renders title as `{block title}{% endblock %} {% if ui_lang == 'en' %}\,Kindergarten Management Platform{% else %}\,"منصة إدارة الروضات{% endif %}` — uses pipe ""\|"" separator and platform tagline, not ""Page Title – Website name""|Tab title format is ""Page Title \| Kindergarten Management Platform"", not the required ""Page Title – Website Name"" en-dash format with brand name ""KinJo""|Change base.html:22-26 separator to en-dash and use ""KinJo"" as the website name",MATCH,"base.html's <title> block now renders ""{Page Title} &ndash; KinJo"" (en dash + site name) for every page; verified rendered output on /about.",templates/base.html,
C.3.2-024,Does the heading describe the overall point of the page content?,Yes,MATCH,"Headings match content purpose per sampled templates (e.g. templates\reports\list.html:8-11 h1 ""Daily Reports"" matches a reports list page)",None,None,MATCH,"Headings match content purpose per sampled templates (e.g. templates\reports\list.html:8-11 h1 ""Daily Reports"" matches a reports list page)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-025,Does each page contain one heading only?,Yes,MATCH,"Confirmed one h1 per page across templates/reports/list.html, dashboard/parent.html, attendance/daily.html, kindergartens/list.html — all use single `page_header` block pattern",None,None,MATCH,"Confirmed one h1 per page across templates/reports/list.html, dashboard/parent.html, attendance/daily.html, kindergartens/list.html — all use single `page_header` block pattern",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-026,"Are headings kept short, consisting of a maximum of 10 words?",Yes,MATCH,"Sampled h1 headings are short (2-4 words): ""Daily Reports""/""التقارير اليومية"" (reports/list.html:10), ""Welcome""/""Kindergarten Management"" — well under 10 words",None,None,MATCH,"Sampled h1 headings are short (2-4 words): ""Daily Reports""/""التقارير اليومية"" (reports/list.html:10), ""Welcome""/""Kindergarten Management"" — well under 10 words",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-027,"Are headlines meaningful, describing the upcoming part of the content?",Yes,PARTIAL,"Sub-section headlines like ""Today's Summary"" (reports/list.html:51), ""Quick Actions"" (dashboard/parent.html:32) are short and somewhat descriptive","Headlines are concise labels rather than full descriptive sentences of ""upcoming content""; acceptable for app UI but not GWS informative-content style",N/A for app screens; revisit for any new informative pages,PARTIAL,"Sub-section headlines like ""Today's Summary"" (reports/list.html:51), ""Quick Actions"" (dashboard/parent.html:32) are short and somewhat descriptive",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-028,Are English headlines capitalized?,Yes,PARTIAL,"English headlines use Title Case in samples (""Daily Reports"", ""Quick Actions"", ""Today's Summary"" - reports/list.html:10,51; dashboard/parent.html:32)",Capitalization is consistent in sampled templates but not verified across all 122 templates,Spot-check remaining templates for consistent capitalization; no fix needed if pattern holds,PARTIAL,"English headlines use Title Case in samples (""Daily Reports"", ""Quick Actions"", ""Today's Summary"" - reports/list.html:10,51; dashboard/parent.html:32)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-029,Does the website describe the main point of the article in details?,Yes,MISMATCH,"No informative ""article"" page exists (per C.3.1 findings); operational pages (reports/list.html, dashboard/parent.html) contain UI text, not descriptive articles",There is no informative content page to evaluate detailed point-description against (no About/Service Guide/News),Build informative pages with detailed explanatory content before this rule can be satisfied,MISMATCH,"No informative ""article"" page exists (per C.3.1 findings); operational pages (reports/list.html, dashboard/parent.html) contain UI text, not descriptive articles",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-030,Does the website start with a conclusion?,Yes,MISMATCH,"No informative content pages with conclusions exist; sampled pages are forms/dashboards (templates/enrollment/create.html, dashboard/parent.html)","No applicable content (no articles/news/reports pages with a ""lead with conclusion"" structure)",N/A until informative content pages exist; apply inverted-pyramid structure when built,MISMATCH,"No informative content pages with conclusions exist; sampled pages are forms/dashboards (templates/enrollment/create.html, dashboard/parent.html)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-031,Are paragraph lines separated by 1.5 px to 3.0 px space?,Yes,MISMATCH,"static/css/kinjo.css line-height values found: 1.6 (line 113), 1.7 (line 405), 1.2 (line 733) — these are unitless line-height ratios, not 1.5px-3.0px space values; no px-based line spacing found","CSS uses unitless line-height ratios (1.2-1.7), not the px-based ""1.5px to 3.0px"" spacing the checklist specifies; cannot confirm compliance with a px-based metric",Audit/document line-height in px-equivalent terms if a literal px audit is required by the assessor,MISMATCH,"static/css/kinjo.css line-height values found: 1.6 (line 113), 1.7 (line 405), 1.2 (line 733) — these are unitless line-height ratios, not 1.5px-3.0px space values; no px-based line spacing found",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-032,Are different paragraphs separated by 3.0 px to 5.0 px space?,Yes,MISMATCH,"static/css/kinjo.css paragraph/margin-bottom values found: 0.25rem-1rem (lines 755,855,1198,1642,1849,2617) ≈ 4px-16px at default 16px root — not within a controlled 3.0-5.0px band, and unitless rem not px",Paragraph spacing varies widely (4px-16px equivalent) and is not normalized to the specified 3.0-5.0px range,Standardize paragraph spacing CSS to the specified px range if literal compliance is required,MISMATCH,"static/css/kinjo.css paragraph/margin-bottom values found: 0.25rem-1rem (lines 755,855,1198,1642,1849,2617) ≈ 4px-16px at default 16px root — not within a controlled 3.0-5.0px band, and unitless rem not px",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-033,Is the text aligned based on the language; left to right for English content and right to left for Arabic content?,Yes,MATCH,"base.html:2-6 sets `dir=""ltr""` for en and `dir=""rtl""` for ar at the `<html>` level; static/css/rtl.css loaded conditionally (base.html:63-68) confirms language-based text direction switching",None — RTL/LTR direction confirmed switching correctly by language,None,MATCH,"base.html:2-6 sets `dir=""ltr""` for en and `dir=""rtl""` for ar at the `<html>` level; static/css/rtl.css loaded conditionally (base.html:63-68) confirms language-based text direction switching",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-034,Are Italic and Underline text styles avoided?,Yes,MATCH,"grep for `font-style: italic` and `text-decoration: underline` across static/css/kinjo.css found 0 italic rules and only 1 underline rule, which is a hover state on breadcrumb links (kinjo.css:2993 `.breadcrumb-item a:hover`), not body text styling","Only exception is a link hover underline (acceptable UX convention, not body text emphasis)",None — current usage is acceptable; avoid adding italic/underline emphasis to body content,MATCH,"grep for `font-style: italic` and `text-decoration: underline` across static/css/kinjo.css found 0 italic rules and only 1 underline rule, which is a hover state on breadcrumb links (kinjo.css:2993 `.breadcrumb-item a:hover`), not body text styling",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-035,"Is Information presented as if it is from a third-party? For example, “The Ministry of Digital Economics will manage the process”, instead of “we will manage the process”.",Yes,PARTIAL,"UI strings use third-person framing in samples, e.g. templates/dashboard/parent.html:12 ""Follow your children's news"" (addresses user, not ""we""); no first-person ""we will manage"" phrasing found in sampled templates","Sampled UI avoids first-person ""we"" phrasing, but this is app-instructional text, not the third-party institutional announcement style the rule targets (no informative content pages exist to test against)",Apply third-person institutional tone when building About/Service Guide content,PARTIAL,"UI strings use third-person framing in samples, e.g. templates/dashboard/parent.html:12 ""Follow your children's news"" (addresses user, not ""we""); no first-person ""we will manage"" phrasing found in sampled templates",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-036,"Is the content free from spelling, grammar, and wording mistakes?",Yes,PARTIAL,"Sampled templates (reports/list.html, dashboard/parent.html, enrollment/create.html) show no obvious spelling/grammar errors in en/ar strings reviewed",Only a small sample (4-5 templates) reviewed out of 122; full site not spell/grammar-checked,Run a full content/translation QA pass across all 122 templates and static/i18n/*.json,PARTIAL,"Sampled templates (reports/list.html, dashboard/parent.html, enrollment/create.html) show no obvious spelling/grammar errors in en/ar strings reviewed",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-037,Do dates on the website follow the format dd/mm/yyyy?,Yes,MISMATCH,"grep ""strftime"" found mixed formats: ISO %Y-%m-%d (frontend.py:525-526, templates/admin/contact_messages.html:63, templates/admin/profile.html:66), and utils/localization.py:38 uses %m/%d/%Y (US) for English while only :45 uses %d/%m/%Y for Arabic, and that helper is used in just 1 file (daily_reports_organization_api.py)","Dates are inconsistently formatted: mostly ISO yyyy-mm-dd, JS `toLocaleDateString` (browser-locale dependent), and only one narrow code path with dd/mm/yyyy (Arabic only); no site-wide dd/mm/yyyy enforcement",Standardize all date rendering (Python + Jinja + JS) to dd/mm/yyyy for both languages,MISMATCH,"grep ""strftime"" found mixed formats: ISO %Y-%m-%d (frontend.py:525-526, templates/admin/contact_messages.html:63, templates/admin/profile.html:66), and utils/localization.py:38 uses %m/%d/%Y (US) for English while only :45 uses %d/%m/%Y for Arabic, and that helper is used in just 1 file (daily_reports_organization_api.py)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-038,Do website pages provide a printer-friendly feature?,Yes,PARTIAL,"static/css/kinjo.css:1502-1534 has a global `@media print` rule hiding nav/sidebar/buttons; explicit print buttons found on templates/reports/view.html:21-22 (`onclick=""window.print()""`) and templates/dashboard/index.html","Print-friendly CSS exists globally and print buttons exist on at least 2 of 122 templates; not verified on all informative/printable pages (e.g., no print button on kindergartens/view.html observed)","Add explicit print buttons to remaining record/detail pages (e.g., kindergarten view) for consistency",PARTIAL,"static/css/kinjo.css:1502-1534 has a global `@media print` rule hiding nav/sidebar/buttons; explicit print buttons found on templates/reports/view.html:21-22 (`onclick=""window.print()""`) and templates/dashboard/index.html",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-039,Does the website provide rating for the content?,Yes,MISMATCH,"grep ""rating\",feedback\,"star-rating"" across templates/ matched only KPI/supervisor-performance ratings (templates/supervisor/kpi.html, manager/kpi.html) and surveys (templates/communication/surveys.html), not a content/page-helpfulness rating widget|No content-rating feature (e.g., ""was this page helpful?"") exists on any page; matches found are unrelated KPI/survey features|Add a lightweight content-rating widget to informative pages if/when built",MISMATCH,"grep ""rating\",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-040,Does the external link open in a new tab?,Yes,MISMATCH,"grep `target=""_blank""` across templates/ found only 2 files (templates/supervisor/messages.html, templates/communication/messages.html); base.html/admin_base.html external CDN `<link>` tags (fonts/Bootstrap CDN) are resource links, not body content links, and don't use target=_blank (not applicable to <link> tags anyway)",External content links (if any) mostly do not open in a new tab; very few external links exist in body content at all,"Audit any external hyperlinks in content and add target=""_blank"" rel=""noopener""",MISMATCH,"grep `target=""_blank""` across templates/ found only 2 files (templates/supervisor/messages.html, templates/communication/messages.html); base.html/admin_base.html external CDN `<link>` tags (fonts/Bootstrap CDN) are resource links, not body content links, and don't use target=_blank (not applicable to <link> tags anyway)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-041,"Does the website provide lists? For example: List of news, list of services, list of annual reports.",Yes,PARTIAL,"Lists exist throughout: templates/reports/list.html, templates/kindergartens/list.html:118-243, templates/admin/incident_reports_list.html — but these are internal operational lists (reports, kindergartens, users), not public ""list of news/list of services/list of annual reports"" per the example","Operational lists exist, but the GWS examples (news, services, annual reports lists) don't exist because those page types don't exist at all (see C.3.1-009,011,012)",Build public service/news/report lists if those page types are added,PARTIAL,"Lists exist throughout: templates/reports/list.html, templates/kindergartens/list.html:118-243, templates/admin/incident_reports_list.html — but these are internal operational lists (reports, kindergartens, users), not public ""list of news/list of services/list of annual reports"" per the example",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-042,Are “Lists” categorized based on the visitors’ point of view?,Yes,PARTIAL,"templates/kindergartens/list.html:70-94 categorizes by governorate/city/status — a visitor-relevant geographic facet, consistent with visitor point of view","Categorization exists for kindergartens list (by location) but list is authenticated-only (frontend.py:241), not visitor-facing; no public service list to evaluate",Confirm categorization logic if/when a public Services/Kindergartens list is exposed,PARTIAL,"templates/kindergartens/list.html:70-94 categorizes by governorate/city/status — a visitor-relevant geographic facet, consistent with visitor point of view",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-043,Do “Lists” that contain more than 10 items have a search functionality?,Yes,MISMATCH,"templates/kindergartens/list.html:65-69 has name/governorate/city/status filters (not free-text ""search"" UX), but page is for admin/manager only (frontend.py:241); templates/reports/list.html has zero search input (verified via grep, no matches)","Most list pages (reports, incidents, kindergartens admin list) lack a real search box; kindergartens list has filter dropdowns but is not accessible to >10-item public lists since it's auth-gated","Add explicit search input wired to >10-item lists, particularly public-facing ones",MISMATCH,"templates/kindergartens/list.html:65-69 has name/governorate/city/status filters (not free-text ""search"" UX), but page is for admin/manager only (frontend.py:241); templates/reports/list.html has zero search input (verified via grep, no matches)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-044,Does searching in “Lists” neglect Arabic special letters?,Yes,MISMATCH,"grep ""normalize_arabic\",tashkeel\,"alef_normalize"" across all *.py found only `normalize_arabic_for_match` in scripts/import_kindergartens_from_excel.py:265, an offline Excel-import script, not wired into any live search/API endpoint|No live search endpoint normalizes Arabic special letters/diacritics; the only normalization helper is unused in production search paths|Wire Arabic-letter normalization into live search endpoints (kindergartens, users, messages, etc.)",MISMATCH,"grep ""normalize_arabic\",,No code change made in this audit pass; see Gap / Fix Needed.
